collision_date,contributing_factor,num_contributing_factor
2021-07-26,Passing or Lane Usage Improper,19
2019-04-07,Passing or Lane Usage Improper,29
2022-04-20,Passing or Lane Usage Improper,17
2022-07-19,Passing or Lane Usage Improper,10
2019-10-28,Passing or Lane Usage Improper,38
2019-01-14,Passing or Lane Usage Improper,41
2020-07-20,Passing or Lane Usage Improper,12
2020-07-26,Passing or Lane Usage Improper,14
2021-08-29,Passing or Lane Usage Improper,15
2019-02-12,Passing or Lane Usage Improper,31
2021-05-26,Passing or Lane Usage Improper,25
2017-08-31,Passing or Lane Usage Improper,36
2018-04-14,Passing or Lane Usage Improper,29
2020-03-01,Passing or Lane Usage Improper,29
2022-06-07,Passing or Lane Usage Improper,20
2018-07-20,Passing or Lane Usage Improper,37
2022-06-19,Passing or Lane Usage Improper,20
2018-02-25,Passing or Lane Usage Improper,21
2016-09-05,Passing or Lane Usage Improper,11
2018-07-21,Passing or Lane Usage Improper,32
2016-10-09,Passing or Lane Usage Improper,15
2018-03-19,Passing or Lane Usage Improper,47
2019-10-29,Passing or Lane Usage Improper,31
2020-01-18,Passing or Lane Usage Improper,14
2016-10-02,Passing or Lane Usage Improper,25
2020-03-21,Passing or Lane Usage Improper,10
2017-05-12,Passing or Lane Usage Improper,45
2022-10-13,Passing or Lane Usage Improper,14
2017-08-08,Passing or Lane Usage Improper,43
2018-09-18,Passing or Lane Usage Improper,34
2019-09-01,Passing or Lane Usage Improper,23
2012-09-14,Passing or Lane Usage Improper,3
2022-09-27,Passing or Lane Usage Improper,12
2022-10-26,Passing or Lane Usage Improper,21
2017-05-23,Passing or Lane Usage Improper,43
2017-09-03,Passing or Lane Usage Improper,14
2016-09-07,Passing or Lane Usage Improper,35
2022-08-09,Passing or Lane Usage Improper,19
2018-02-23,Passing or Lane Usage Improper,26
2017-02-15,Passing or Lane Usage Improper,45
2019-01-15,Passing or Lane Usage Improper,27
2020-07-31,Passing or Lane Usage Improper,15
2019-01-13,Passing or Lane Usage Improper,24
2022-10-14,Passing or Lane Usage Improper,17
2017-04-08,Passing or Lane Usage Improper,30
2015-08-02,Passing or Lane Usage Improper,4
2015-06-09,Passing or Lane Usage Improper,1
2022-08-15,Passing or Lane Usage Improper,14
2018-07-04,Passing or Lane Usage Improper,18
2019-08-10,Passing or Lane Usage Improper,25
2018-09-17,Passing or Lane Usage Improper,43
2022-01-29,Passing or Lane Usage Improper,4
2022-09-20,Passing or Lane Usage Improper,18
2021-09-11,Passing or Lane Usage Improper,18
2017-07-04,Passing or Lane Usage Improper,15
2017-12-26,Passing or Lane Usage Improper,36
2022-06-12,Passing or Lane Usage Improper,25
2022-10-15,Passing or Lane Usage Improper,14
2020-10-19,Passing or Lane Usage Improper,15
2018-09-19,Passing or Lane Usage Improper,28
2017-10-31,Passing or Lane Usage Improper,36
2022-03-11,Passing or Lane Usage Improper,13
2016-10-08,Passing or Lane Usage Improper,23
2018-02-21,Passing or Lane Usage Improper,40
2021-06-15,Passing or Lane Usage Improper,21
2019-05-20,Passing or Lane Usage Improper,35
2020-10-24,Passing or Lane Usage Improper,6
2022-01-26,Passing or Lane Usage Improper,13
2020-11-05,Passing or Lane Usage Improper,16
2019-08-17,Passing or Lane Usage Improper,22
2022-10-01,Passing or Lane Usage Improper,16
2022-04-06,Passing or Lane Usage Improper,17
2015-09-12,Passing or Lane Usage Improper,1
2017-07-01,Passing or Lane Usage Improper,32
2022-01-04,Passing or Lane Usage Improper,12
2022-03-29,Passing or Lane Usage Improper,17
2021-09-04,Passing or Lane Usage Improper,15
2020-03-26,Passing or Lane Usage Improper,9
2016-11-10,Passing or Lane Usage Improper,52
2021-05-01,Passing or Lane Usage Improper,18
2018-03-21,Passing or Lane Usage Improper,9
2019-07-31,Passing or Lane Usage Improper,43
2018-10-14,Passing or Lane Usage Improper,31
2017-10-19,Passing or Lane Usage Improper,37
2021-10-08,Passing or Lane Usage Improper,30
2022-05-18,Passing or Lane Usage Improper,23
2019-05-07,Passing or Lane Usage Improper,24
2022-10-27,Passing or Lane Usage Improper,17
2020-12-24,Passing or Lane Usage Improper,16
2022-11-26,Passing or Lane Usage Improper,13
2018-06-18,Passing or Lane Usage Improper,50
2019-12-10,Passing or Lane Usage Improper,32
2022-04-27,Passing or Lane Usage Improper,25
2022-12-03,Passing or Lane Usage Improper,9
2022-08-31,Passing or Lane Usage Improper,17
2019-09-16,Passing or Lane Usage Improper,41
2022-03-01,Passing or Lane Usage Improper,13
2022-03-13,Passing or Lane Usage Improper,9
2016-05-11,Passing or Lane Usage Improper,35
2018-01-28,Passing or Lane Usage Improper,22
2022-05-15,Passing or Lane Usage Improper,17
2021-04-26,Passing or Lane Usage Improper,12
2018-10-30,Passing or Lane Usage Improper,37
2017-01-31,Passing or Lane Usage Improper,28
2021-05-30,Passing or Lane Usage Improper,7
2018-12-29,Passing or Lane Usage Improper,22
2022-08-23,Passing or Lane Usage Improper,13
2021-09-23,Passing or Lane Usage Improper,19
2014-05-31,Passing or Lane Usage Improper,3
2017-07-10,Passing or Lane Usage Improper,45
2014-09-17,Passing or Lane Usage Improper,2
2022-09-28,Passing or Lane Usage Improper,16
2018-12-24,Passing or Lane Usage Improper,33
2021-04-22,Passing or Lane Usage Improper,12
2022-08-19,Passing or Lane Usage Improper,8
2021-04-28,Passing or Lane Usage Improper,10
2017-04-29,Passing or Lane Usage Improper,34
2015-11-29,Passing or Lane Usage Improper,1
2022-10-16,Passing or Lane Usage Improper,14
2021-09-17,Passing or Lane Usage Improper,23
2022-01-11,Passing or Lane Usage Improper,16
2020-01-22,Passing or Lane Usage Improper,36
2019-10-08,Passing or Lane Usage Improper,26
2015-05-11,Passing or Lane Usage Improper,1
2021-01-10,Passing or Lane Usage Improper,8
2014-11-26,Passing or Lane Usage Improper,1
2021-12-22,Passing or Lane Usage Improper,14
2018-11-05,Passing or Lane Usage Improper,37
2017-06-30,Passing or Lane Usage Improper,45
2020-10-26,Passing or Lane Usage Improper,12
2020-12-07,Passing or Lane Usage Improper,6
2018-10-06,Passing or Lane Usage Improper,29
2021-06-30,Passing or Lane Usage Improper,14
2020-08-23,Passing or Lane Usage Improper,9
2016-06-24,Passing or Lane Usage Improper,38
2017-01-14,Passing or Lane Usage Improper,31
2022-02-11,Passing or Lane Usage Improper,11
2022-04-23,Passing or Lane Usage Improper,13
2016-10-26,Passing or Lane Usage Improper,40
2017-09-10,Passing or Lane Usage Improper,24
2016-09-20,Passing or Lane Usage Improper,33
2019-04-19,Passing or Lane Usage Improper,24
2018-11-17,Passing or Lane Usage Improper,28
2016-09-04,Passing or Lane Usage Improper,15
2016-12-28,Passing or Lane Usage Improper,30
2021-01-24,Passing or Lane Usage Improper,10
2021-04-21,Passing or Lane Usage Improper,13
2021-05-05,Passing or Lane Usage Improper,24
2018-11-26,Passing or Lane Usage Improper,46
2022-08-30,Passing or Lane Usage Improper,19
2022-07-30,Passing or Lane Usage Improper,21
2017-11-24,Passing or Lane Usage Improper,36
2021-04-12,Passing or Lane Usage Improper,8
2017-03-05,Passing or Lane Usage Improper,26
2022-04-13,Passing or Lane Usage Improper,17
2019-01-09,Passing or Lane Usage Improper,17
2020-08-11,Passing or Lane Usage Improper,19
2021-02-10,Passing or Lane Usage Improper,14
2017-09-15,Passing or Lane Usage Improper,42
2019-02-23,Passing or Lane Usage Improper,26
2020-02-28,Passing or Lane Usage Improper,23
2018-11-12,Passing or Lane Usage Improper,23
2018-11-03,Passing or Lane Usage Improper,45
2019-08-26,Passing or Lane Usage Improper,29
2016-08-27,Passing or Lane Usage Improper,35
2016-06-02,Passing or Lane Usage Improper,28
2018-06-23,Passing or Lane Usage Improper,28
2018-06-30,Passing or Lane Usage Improper,33
2016-03-28,Passing or Lane Usage Improper,30
2022-02-03,Passing or Lane Usage Improper,12
2021-03-14,Passing or Lane Usage Improper,14
2019-01-05,Passing or Lane Usage Improper,26
2018-09-29,Passing or Lane Usage Improper,26
2019-02-09,Passing or Lane Usage Improper,35
2021-10-03,Passing or Lane Usage Improper,20
2016-08-20,Passing or Lane Usage Improper,9
2021-01-27,Passing or Lane Usage Improper,10
2016-04-13,Passing or Lane Usage Improper,40
2018-01-22,Passing or Lane Usage Improper,31
2019-07-11,Passing or Lane Usage Improper,34
2019-03-02,Passing or Lane Usage Improper,18
2020-03-14,Passing or Lane Usage Improper,16
2019-01-07,Passing or Lane Usage Improper,25
2020-12-16,Passing or Lane Usage Improper,15
2022-01-05,Passing or Lane Usage Improper,5
2020-01-03,Passing or Lane Usage Improper,28
2021-06-07,Passing or Lane Usage Improper,22
2016-04-23,Passing or Lane Usage Improper,34
2022-11-19,Passing or Lane Usage Improper,22
2020-08-04,Passing or Lane Usage Improper,10
2017-04-13,Passing or Lane Usage Improper,43
2016-11-07,Passing or Lane Usage Improper,34
2016-04-10,Passing or Lane Usage Improper,23
2017-07-08,Passing or Lane Usage Improper,24
2021-08-25,Passing or Lane Usage Improper,24
2019-03-11,Passing or Lane Usage Improper,39
2022-03-24,Passing or Lane Usage Improper,10
2019-04-14,Passing or Lane Usage Improper,26
2022-09-19,Passing or Lane Usage Improper,17
2020-07-06,Passing or Lane Usage Improper,9
2022-07-08,Passing or Lane Usage Improper,12
2021-08-15,Passing or Lane Usage Improper,17
2017-07-15,Passing or Lane Usage Improper,40
2018-08-18,Passing or Lane Usage Improper,32
2021-04-16,Passing or Lane Usage Improper,7
2022-06-17,Passing or Lane Usage Improper,26
2018-09-25,Passing or Lane Usage Improper,31
2020-02-27,Passing or Lane Usage Improper,29
2019-11-26,Passing or Lane Usage Improper,37
2021-01-15,Passing or Lane Usage Improper,14
2016-04-20,Passing or Lane Usage Improper,29
2018-05-30,Passing or Lane Usage Improper,42
2018-06-01,Passing or Lane Usage Improper,41
2022-06-03,Passing or Lane Usage Improper,22
2016-06-13,Passing or Lane Usage Improper,26
2021-02-20,Passing or Lane Usage Improper,10
2016-09-28,Passing or Lane Usage Improper,22
2022-01-25,Passing or Lane Usage Improper,19
2021-01-21,Passing or Lane Usage Improper,16
2018-03-18,Passing or Lane Usage Improper,31
2022-08-28,Passing or Lane Usage Improper,18
2022-02-28,Passing or Lane Usage Improper,15
2022-05-25,Passing or Lane Usage Improper,10
2018-08-06,Passing or Lane Usage Improper,43
2017-11-22,Passing or Lane Usage Improper,43
2016-03-27,Passing or Lane Usage Improper,20
2019-11-19,Passing or Lane Usage Improper,36
2017-11-25,Passing or Lane Usage Improper,19
2019-10-19,Passing or Lane Usage Improper,31
2020-01-19,Passing or Lane Usage Improper,17
2021-07-10,Passing or Lane Usage Improper,13
2017-09-12,Passing or Lane Usage Improper,31
2016-11-15,Passing or Lane Usage Improper,43
2016-01-24,Passing or Lane Usage Improper,2
2019-02-27,Passing or Lane Usage Improper,33
2018-09-15,Passing or Lane Usage Improper,39
2018-12-20,Passing or Lane Usage Improper,48
2016-04-04,Passing or Lane Usage Improper,37
2016-04-16,Passing or Lane Usage Improper,25
2018-11-04,Passing or Lane Usage Improper,27
2017-06-16,Passing or Lane Usage Improper,46
2018-09-24,Passing or Lane Usage Improper,36
2021-07-28,Passing or Lane Usage Improper,12
2020-06-30,Passing or Lane Usage Improper,11
2021-08-13,Passing or Lane Usage Improper,17
2016-11-25,Passing or Lane Usage Improper,24
2020-05-17,Passing or Lane Usage Improper,5
2017-10-23,Passing or Lane Usage Improper,39
2016-05-05,Passing or Lane Usage Improper,30
2021-04-19,Passing or Lane Usage Improper,14
2018-01-20,Passing or Lane Usage Improper,43
2020-02-16,Passing or Lane Usage Improper,22
2017-09-11,Passing or Lane Usage Improper,36
2017-03-12,Passing or Lane Usage Improper,34
2017-10-07,Passing or Lane Usage Improper,28
2018-07-29,Passing or Lane Usage Improper,29
2020-09-16,Passing or Lane Usage Improper,9
2017-09-27,Passing or Lane Usage Improper,52
2018-07-09,Passing or Lane Usage Improper,51
2017-06-26,Passing or Lane Usage Improper,42
2022-05-03,Passing or Lane Usage Improper,14
2018-08-13,Passing or Lane Usage Improper,28
2021-11-23,Passing or Lane Usage Improper,19
2018-10-22,Passing or Lane Usage Improper,31
2022-05-21,Passing or Lane Usage Improper,23
2020-10-21,Passing or Lane Usage Improper,13
2021-07-09,Passing or Lane Usage Improper,14
2022-06-09,Passing or Lane Usage Improper,17
2016-09-14,Passing or Lane Usage Improper,52
2017-05-16,Passing or Lane Usage Improper,33
2019-08-30,Passing or Lane Usage Improper,29
2018-12-30,Passing or Lane Usage Improper,16
2022-08-25,Passing or Lane Usage Improper,22
2019-01-23,Passing or Lane Usage Improper,20
2021-11-30,Passing or Lane Usage Improper,16
2020-05-20,Passing or Lane Usage Improper,4
2021-07-18,Passing or Lane Usage Improper,19
2019-04-08,Passing or Lane Usage Improper,30
2021-07-16,Passing or Lane Usage Improper,17
2022-08-11,Passing or Lane Usage Improper,23
2020-10-22,Passing or Lane Usage Improper,17
2018-01-29,Passing or Lane Usage Improper,32
2017-08-17,Passing or Lane Usage Improper,26
2020-06-14,Passing or Lane Usage Improper,10
2017-10-21,Passing or Lane Usage Improper,28
2022-08-16,Passing or Lane Usage Improper,15
2019-12-18,Passing or Lane Usage Improper,33
2022-07-27,Passing or Lane Usage Improper,19
2021-06-01,Passing or Lane Usage Improper,20
2022-09-14,Passing or Lane Usage Improper,15
2021-03-17,Passing or Lane Usage Improper,18
2016-08-21,Passing or Lane Usage Improper,22
2018-08-12,Passing or Lane Usage Improper,22
2019-10-27,Passing or Lane Usage Improper,20
2022-05-19,Passing or Lane Usage Improper,19
2021-01-03,Passing or Lane Usage Improper,9
2020-07-15,Passing or Lane Usage Improper,12
2020-08-31,Passing or Lane Usage Improper,19
2018-12-03,Passing or Lane Usage Improper,29
2020-10-23,Passing or Lane Usage Improper,14
2017-08-04,Passing or Lane Usage Improper,39
2018-10-21,Passing or Lane Usage Improper,30
2017-12-19,Passing or Lane Usage Improper,44
2021-03-09,Passing or Lane Usage Improper,15
2021-07-19,Passing or Lane Usage Improper,15
2021-11-28,Passing or Lane Usage Improper,9
2021-10-18,Passing or Lane Usage Improper,20
2014-06-30,Passing or Lane Usage Improper,1
2016-04-03,Passing or Lane Usage Improper,34
2016-08-09,Passing or Lane Usage Improper,38
2022-07-13,Passing or Lane Usage Improper,14
2017-06-15,Passing or Lane Usage Improper,41
2019-06-15,Passing or Lane Usage Improper,31
2021-01-19,Passing or Lane Usage Improper,13
2019-03-03,Passing or Lane Usage Improper,19
2021-10-14,Passing or Lane Usage Improper,17
2014-06-13,Passing or Lane Usage Improper,1
2016-05-04,Passing or Lane Usage Improper,41
2018-01-21,Passing or Lane Usage Improper,23
2021-12-14,Passing or Lane Usage Improper,21
2016-06-10,Passing or Lane Usage Improper,50
2020-01-21,Passing or Lane Usage Improper,19
2021-05-15,Passing or Lane Usage Improper,11
2022-09-22,Passing or Lane Usage Improper,13
2021-02-22,Passing or Lane Usage Improper,6
2020-10-01,Passing or Lane Usage Improper,11
2019-04-24,Passing or Lane Usage Improper,32
2020-10-20,Passing or Lane Usage Improper,19
2019-10-11,Passing or Lane Usage Improper,42
2021-07-27,Passing or Lane Usage Improper,16
2019-07-16,Passing or Lane Usage Improper,46
2022-03-19,Passing or Lane Usage Improper,22
2017-05-26,Passing or Lane Usage Improper,42
2020-08-28,Passing or Lane Usage Improper,12
2019-06-07,Passing or Lane Usage Improper,47
2018-02-06,Passing or Lane Usage Improper,27
2018-08-08,Passing or Lane Usage Improper,44
2019-10-17,Passing or Lane Usage Improper,29
2021-08-04,Passing or Lane Usage Improper,25
2019-05-18,Passing or Lane Usage Improper,33
2018-04-06,Passing or Lane Usage Improper,27
2017-05-21,Passing or Lane Usage Improper,35
2017-01-16,Passing or Lane Usage Improper,19
2018-08-17,Passing or Lane Usage Improper,35
2022-08-12,Passing or Lane Usage Improper,23
2020-02-01,Passing or Lane Usage Improper,20
2019-03-26,Passing or Lane Usage Improper,31
2022-01-28,Passing or Lane Usage Improper,11
2022-04-01,Passing or Lane Usage Improper,13
2021-12-15,Passing or Lane Usage Improper,8
2019-02-21,Passing or Lane Usage Improper,34
2019-01-28,Passing or Lane Usage Improper,25
2020-07-25,Passing or Lane Usage Improper,8
2019-05-22,Passing or Lane Usage Improper,44
2016-05-14,Passing or Lane Usage Improper,32
2021-06-04,Passing or Lane Usage Improper,15
2015-06-06,Passing or Lane Usage Improper,1
2019-03-13,Passing or Lane Usage Improper,30
2018-07-02,Passing or Lane Usage Improper,45
2019-12-03,Passing or Lane Usage Improper,24
2016-05-22,Passing or Lane Usage Improper,23
2019-11-02,Passing or Lane Usage Improper,26
2020-06-25,Passing or Lane Usage Improper,21
2020-11-20,Passing or Lane Usage Improper,16
2017-12-17,Passing or Lane Usage Improper,36
2016-08-07,Passing or Lane Usage Improper,21
2021-09-22,Passing or Lane Usage Improper,23
2021-12-09,Passing or Lane Usage Improper,18
2021-05-13,Passing or Lane Usage Improper,20
2021-12-03,Passing or Lane Usage Improper,14
2020-11-24,Passing or Lane Usage Improper,12
2022-06-28,Passing or Lane Usage Improper,14
2022-05-26,Passing or Lane Usage Improper,18
2019-12-06,Passing or Lane Usage Improper,27
2022-03-02,Passing or Lane Usage Improper,17
2022-04-05,Passing or Lane Usage Improper,10
2021-01-05,Passing or Lane Usage Improper,11
2020-11-30,Passing or Lane Usage Improper,5
2019-09-04,Passing or Lane Usage Improper,26
2022-02-06,Passing or Lane Usage Improper,11
2022-03-23,Passing or Lane Usage Improper,20
2020-03-12,Passing or Lane Usage Improper,22
2016-05-30,Passing or Lane Usage Improper,18
2014-03-26,Passing or Lane Usage Improper,1
2019-10-13,Passing or Lane Usage Improper,18
2019-08-02,Passing or Lane Usage Improper,45
2016-04-18,Passing or Lane Usage Improper,33
2022-09-24,Passing or Lane Usage Improper,16
2016-05-19,Passing or Lane Usage Improper,28
2017-08-16,Passing or Lane Usage Improper,34
2016-07-09,Passing or Lane Usage Improper,29
2019-03-10,Passing or Lane Usage Improper,15
2019-03-25,Passing or Lane Usage Improper,23
2016-05-09,Passing or Lane Usage Improper,31
2020-06-16,Passing or Lane Usage Improper,13
